Sample,Year,location,treatment,trtname,chemical,rep,isloc,isattempt,isrecover,isolate_multi_spec,multispecplant,camefrom,isolate_code,Long Term Storage,accession,voucher,percentage of identical matches,Bitscore,TaxCutoff,Highest BLAST taxonomy,Conservative Taxonomy,clade
VAL1603_69,2016,IN,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,TRUE,FALSE,,VAL1603_69,VAL1603_69,1,AY598654,CBS 450.67,99,1338,Pass,Pythium heterothallicum  ,Pythium heterothallicum,I
VAL1603_70,2016,IN,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1603_70,.,.,.,.,.,.,.,.,.,.
VAL1603_70,2016,IN,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,TRUE,FALSE,,VAL1603_70,VAL1603_70,1,AY598657,CBS 398.51,100,1578,Pass,Pythium ultimum var. ultimum,Pythium ultimum var. ultimum,I
VAL1603_71,2016,IN,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1603_71,.,.,.,.,.,.,.,.,.,.
VAL1603_71,2016,IN,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1603_71,.,.,.,.,.,.,.,.,.,.
VAL1603_72,2016,IN,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1603_72,.,.,.,.,.,.,.,.,.,.
VAL1603_72,2016,IN,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,TRUE,FALSE,,VAL1603_72,VAL1603_72,1,AY598657,CBS 398.51,100,1568,Pass,Pythium ultimum var. ultimum,Pythium ultimum var. ultimum,I
VAL1604_01,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,FALSE,FALSE,,VAL1604_01,.,.,.,.,.,.,.,.,.,.
VAL1604_01,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1604_01,.,.,.,.,.,.,.,.,.,.
VAL1604_02,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,FALSE,FALSE,,VAL1604_02,.,.,.,.,.,.,.,.,.,.
VAL1604_02,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1604_02,.,.,.,.,.,.,.,.,.,.
VAL1604_03,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1604_03,.,.,.,.,.,.,.,.,.,.
VAL1604_03,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,TRUE,FALSE,,VAL1604_03,VAL1604_03,1,HQ643583,BR 946,97,1622,Pass,Pythium irregulare  ,Pythium irregulare,F
VAL1604_04,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,FALSE,FALSE,,VAL1604_04,.,.,.,.,.,.,.,.,.,.
VAL1604_04,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1604_04,.,.,.,.,.,.,.,.,.,.
VAL1604_05,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1604_05,.,.,.,.,.,.,.,.,.,.
VAL1604_05,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,TRUE,FALSE,,VAL1604_05,VAL1604_05,1,HQ643621,BR 870,100,1724,Pass,Pythium irregulare  ,Pythium irregulare,F
VAL1604_06,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1604_06,.,.,.,.,.,.,.,.,.,.
VAL1604_06,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,TRUE,FALSE,,VAL1604_06,VAL1604_06,1,HQ643621,BR 870,100,1712,Pass,Pythium irregulare  ,Pythium irregulare,F
VAL1604_07,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,FALSE,FALSE,,VAL1604_07,.,.,.,.,.,.,.,.,.,.
VAL1604_07,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1604_07,.,.,.,.,.,.,.,.,.,.
VAL1604_08,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1604_08,.,.,.,.,.,.,.,.,.,.
VAL1604_08,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,TRUE,FALSE,,VAL1604_08,VAL1604_08,1,AY598702,CBS 250.28,99,1818,Pass,Pythium irregulare  ,Pythium irregulare,F
VAL1604_09,2016,OH,1,NTC,none,1,root,TRUE,FALSE,FALSE,,VAL1604_09,.,.,.,.,.,.,.,.,.,.
VAL1604_09,2016,OH,1,NTC,none,1,stem,TRUE,FALSE,FALSE,,VAL1604_09,.,.,.,.,.,.,.,.,.,.
VAL1604_10,2016,OH,1,NTC,none,1,root,TRUE,FALSE,FALSE,,VAL1604_10,.,.,.,.,.,.,.,.,.,.
VAL1604_10,2016,OH,1,NTC,none,1,stem,TRUE,FALSE,FALSE,,VAL1604_10,.,.,.,.,.,.,.,.,.,.
VAL1604_11,2016,OH,1,NTC,none,1,stem,TRUE,FALSE,FALSE,,VAL1604_11,.,.,.,.,.,.,.,.,.,.
VAL1604_11,2016,OH,1,NTC,none,1,root,TRUE,TRUE,FALSE,,VAL1604_11,VAL1604_11,1,HQ643476,DAOM 230386,100,1738,Pass,Pythium attrantheridium  ,Pythium attrantheridium,F
VAL1604_12,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,FALSE,FALSE,,VAL1604_12,.,.,.,.,.,.,.,.,.,.
VAL1604_12,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1604_12,.,.,.,.,.,.,.,.,.,.
VAL1604_13,2016,OH,1,NTC,none,1,stem,TRUE,FALSE,FALSE,,VAL1604_13,.,.,.,.,.,.,.,.,.,.
VAL1604_13,2016,OH,1,NTC,none,1,root,TRUE,TRUE,FALSE,,VAL1604_13,VAL1604_13,1,AY598645,CBS 453.67,100,1692,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1604_14,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,FALSE,FALSE,,VAL1604_14,.,.,.,.,.,.,.,.,.,.
VAL1604_14,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1604_14,.,.,.,.,.,.,.,.,.,.
VAL1604_15,2016,OH,1,NTC,none,1,stem,TRUE,FALSE,FALSE,,VAL1604_15,.,.,.,.,.,.,.,.,.,.
VAL1604_15,2016,OH,1,NTC,none,1,root,TRUE,TRUE,FALSE,,VAL1604_15,VAL1604_15,1,AY598645,CBS 453.67,100,1709,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1604_16,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,FALSE,FALSE,,VAL1604_16,.,.,.,.,.,.,.,.,.,.
VAL1604_16,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1604_16,.,.,.,.,.,.,.,.,.,.
VAL1604_17,2016,OH,1,NTC,none,1,root,TRUE,FALSE,FALSE,,VAL1604_17,.,.,.,.,.,.,.,.,.,.
VAL1604_17,2016,OH,1,NTC,none,1,stem,TRUE,FALSE,FALSE,,VAL1604_17,.,.,.,.,.,.,.,.,.,.
VAL1604_18,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,FALSE,FALSE,,VAL1604_18,.,.,.,.,.,.,.,.,.,.
VAL1604_18,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1604_18,.,.,.,.,.,.,.,.,.,.
VAL1604_19,2016,OH,1,NTC,none,1,root,TRUE,FALSE,FALSE,,VAL1604_19,.,.,.,.,.,.,.,.,.,.
VAL1604_19,2016,OH,1,NTC,none,1,stem,TRUE,FALSE,FALSE,,VAL1604_19,.,.,.,.,.,.,.,.,.,.
VAL1604_20,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,FALSE,FALSE,,VAL1604_20,.,.,.,.,.,.,.,.,.,.
VAL1604_20,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1604_20,.,.,.,.,.,.,.,.,.,.
VAL1604_21,2016,OH,1,NTC,none,1,root,TRUE,FALSE,FALSE,,VAL1604_21,.,.,.,.,.,.,.,.,.,.
VAL1604_21,2016,OH,1,NTC,none,1,stem,TRUE,TRUE,FALSE,,VAL1604_21,VAL1604_21,1,AY598645,CBS 453.67,100,1624,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1604_22,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1604_22,.,.,.,.,.,.,.,.,.,.
VAL1604_22,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,TRUE,FALSE,,VAL1604_22,VAL1604_22,1,AY598618,CBS 382.34,98,1461,Pass,Pythium oligandrum  ,Pythium oligandrum,D
VAL1604_23,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1604_23,.,.,.,.,.,.,.,.,.,.
VAL1604_23,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,TRUE,FALSE,,VAL1604_23,VAL1604_23,1,HQ643621,BR 870,100,1700,Pass,Pythium irregulare  ,Pythium irregulare,F
VAL1604_24,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,FALSE,FALSE,,VAL1604_24,.,.,.,.,.,.,.,.,.,.
VAL1604_24,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1604_24,.,.,.,.,.,.,.,.,.,.
VAL1604_25,2016,OH,1,NTC,none,3,stem,TRUE,FALSE,FALSE,,VAL1604_25,.,.,.,.,.,.,.,.,.,.
VAL1604_25,2016,OH,1,NTC,none,3,root,TRUE,TRUE,FALSE,,VAL1604_25,VAL1604_25,1,AY598645,CBS 453.67,100,1659,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1604_26,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,FALSE,FALSE,,VAL1604_26,.,.,.,.,.,.,.,.,.,.
VAL1604_26,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1604_26,.,.,.,.,.,.,.,.,.,.
VAL1604_27,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1604_27,.,.,.,.,.,.,.,.,.,.
VAL1604_27,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,TRUE,FALSE,,VAL1604_27,VAL1604_27,1,HQ643476,DAOM 230386,100,1725,Pass,Pythium attrantheridium  ,Pythium attrantheridium,F
VAL1604_28,2016,OH,1,NTC,none,3,root,TRUE,FALSE,FALSE,,VAL1604_28,.,.,.,.,.,.,.,.,.,.
VAL1604_28,2016,OH,1,NTC,none,3,stem,TRUE,FALSE,FALSE,,VAL1604_28,.,.,.,.,.,.,.,.,.,.
VAL1604_29,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1604_29,.,.,.,.,.,.,.,.,.,.
VAL1604_29,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,TRUE,FALSE,,VAL1604_29,VAL1604_29,1,HQ643476,DAOM 230386,100,1688,Pass,Pythium attrantheridium  ,Pythium attrantheridium,F
VAL1604_30,2016,OH,1,NTC,none,3,root,TRUE,FALSE,FALSE,,VAL1604_30,.,.,.,.,.,.,.,.,.,.
VAL1604_30,2016,OH,1,NTC,none,3,stem,TRUE,FALSE,FALSE,,VAL1604_30,.,.,.,.,.,.,.,.,.,.
VAL1604_31,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1604_31,.,.,.,.,.,.,.,.,.,.
VAL1604_31,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,TRUE,FALSE,,VAL1604_31,VAL1604_31,1,AY598645,CBS 453.67,100,1640,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1604_32,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,FALSE,FALSE,,VAL1604_32,.,.,.,.,.,.,.,.,.,.
VAL1604_32,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1604_32,.,.,.,.,.,.,.,.,.,.
VAL1604_33,2016,OH,1,NTC,none,3,root,TRUE,FALSE,FALSE,,VAL1604_33,.,.,.,.,.,.,.,.,.,.
VAL1604_33,2016,OH,1,NTC,none,3,stem,TRUE,FALSE,FALSE,,VAL1604_33,.,.,.,.,.,.,.,.,.,.
VAL1604_34,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,FALSE,FALSE,,VAL1604_34,.,.,.,.,.,.,.,.,.,.
VAL1604_34,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1604_34,.,.,.,.,.,.,.,.,.,.
VAL1604_35,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,FALSE,FALSE,,VAL1604_35,.,.,.,.,.,.,.,.,.,.
VAL1604_35,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1604_35,.,.,.,.,.,.,.,.,.,.
VAL1604_36,2016,OH,1,NTC,none,3,root,TRUE,FALSE,FALSE,,VAL1604_36,.,.,.,.,.,.,.,.,.,.
VAL1604_36,2016,OH,1,NTC,none,3,stem,TRUE,FALSE,FALSE,,VAL1604_36,.,.,.,.,.,.,.,.,.,.
VAL1604_37,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1604_37,.,.,.,.,.,.,.,.,.,.
VAL1604_37,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,TRUE,FALSE,,VAL1604_37,VAL1604_37,1,HQ643850,BR 171,100,1620,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1604_38,2016,OH,1,NTC,none,3,root,TRUE,FALSE,FALSE,,VAL1604_38,.,.,.,.,.,.,.,.,.,.
VAL1604_38,2016,OH,1,NTC,none,3,stem,TRUE,FALSE,FALSE,,VAL1604_38,.,.,.,.,.,.,.,.,.,.
VAL1604_39,2016,OH,1,NTC,none,2,root,TRUE,FALSE,FALSE,,VAL1604_39,.,.,.,.,.,.,.,.,.,.
VAL1604_39,2016,OH,1,NTC,none,2,stem,TRUE,FALSE,FALSE,,VAL1604_39,.,.,.,.,.,.,.,.,.,.
VAL1604_40,2016,OH,1,NTC,none,3,root,TRUE,FALSE,FALSE,,VAL1604_40,.,.,.,.,.,.,.,.,.,.
VAL1604_40,2016,OH,1,NTC,none,3,stem,TRUE,FALSE,FALSE,,VAL1604_40,.,.,.,.,.,.,.,.,.,.
VAL1604_41,2016,OH,1,NTC,none,2,root,TRUE,FALSE,FALSE,,VAL1604_41,.,.,.,.,.,.,.,.,.,.
VAL1604_41,2016,OH,1,NTC,none,2,stem,TRUE,FALSE,FALSE,,VAL1604_41,.,.,.,.,.,.,.,.,.,.
VAL1604_42,2016,OH,1,NTC,none,3,root,TRUE,FALSE,FALSE,,VAL1604_42,.,.,.,.,.,.,.,.,.,.
VAL1604_42,2016,OH,1,NTC,none,3,stem,TRUE,FALSE,FALSE,,VAL1604_42,.,.,.,.,.,.,.,.,.,.
VAL1604_43,2016,OH,1,NTC,none,2,root,TRUE,FALSE,FALSE,,VAL1604_43,.,.,.,.,.,.,.,.,.,.
VAL1604_43,2016,OH,1,NTC,none,2,stem,TRUE,FALSE,FALSE,,VAL1604_43,.,.,.,.,.,.,.,.,.,.
VAL1604_44,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1604_44,.,.,.,.,.,.,.,.,.,.
VAL1604_44,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1604_44,.,.,.,.,.,.,.,.,.,.
VAL1604_45,2016,OH,1,NTC,none,2,root,TRUE,FALSE,FALSE,,VAL1604_45,.,.,.,.,.,.,.,.,.,.
VAL1604_45,2016,OH,1,NTC,none,2,stem,TRUE,FALSE,FALSE,,VAL1604_45,.,.,.,.,.,.,.,.,.,.
VAL1604_46,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1604_46,.,.,.,.,.,.,.,.,.,.
VAL1604_46,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1604_46,.,.,.,.,.,.,.,.,.,.
VAL1604_47,2016,OH,1,NTC,none,2,root,TRUE,FALSE,FALSE,,VAL1604_47,.,.,.,.,.,.,.,.,.,.
VAL1604_47,2016,OH,1,NTC,none,2,stem,TRUE,FALSE,FALSE,,VAL1604_47,.,.,.,.,.,.,.,.,.,.
VAL1604_48,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1604_48,.,.,.,.,.,.,.,.,.,.
VAL1604_48,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1604_48,.,.,.,.,.,.,.,.,.,.
VAL1604_49,2016,OH,1,NTC,none,2,root,TRUE,FALSE,FALSE,,VAL1604_49,.,.,.,.,.,.,.,.,.,.
VAL1604_49,2016,OH,1,NTC,none,2,stem,TRUE,FALSE,FALSE,,VAL1604_49,.,.,.,.,.,.,.,.,.,.
VAL1604_50,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1604_50,.,.,.,.,.,.,.,.,.,.
VAL1604_50,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1604_50,.,.,.,.,.,.,.,.,.,.
VAL1604_51,2016,OH,1,NTC,none,2,root,TRUE,FALSE,FALSE,,VAL1604_51,.,.,.,.,.,.,.,.,.,.
VAL1604_51,2016,OH,1,NTC,none,2,stem,TRUE,FALSE,FALSE,,VAL1604_51,.,.,.,.,.,.,.,.,.,.
VAL1604_52,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1604_52,.,.,.,.,.,.,.,.,.,.
VAL1604_52,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1604_52,.,.,.,.,.,.,.,.,.,.
VAL1604_53,2016,OH,1,NTC,none,2,stem,TRUE,FALSE,FALSE,,VAL1604_53,.,.,.,.,.,.,.,.,.,.
VAL1604_53,2016,OH,1,NTC,none,2,root,TRUE,TRUE,FALSE,,VAL1604_53,VAL1604_53,1,AY598645,CBS 453.67,100,1805,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1604_54,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1604_54,.,.,.,.,.,.,.,.,.,.
VAL1604_54,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1604_54,.,.,.,.,.,.,.,.,.,.
VAL1604_55,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,root,TRUE,FALSE,FALSE,,VAL1604_55,.,.,.,.,.,.,.,.,.,.
VAL1604_55,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,stem,TRUE,FALSE,FALSE,,VAL1604_55,.,.,.,.,.,.,.,.,.,.
VAL1604_56,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,root,TRUE,FALSE,FALSE,,VAL1604_56,.,.,.,.,.,.,.,.,.,.
VAL1604_56,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,stem,TRUE,FALSE,FALSE,,VAL1604_56,.,.,.,.,.,.,.,.,.,.
VAL1604_57,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1604_57,.,.,.,.,.,.,.,.,.,.
VAL1604_57,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1604_57,.,.,.,.,.,.,.,.,.,.
VAL1604_58,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,root,TRUE,FALSE,FALSE,,VAL1604_58,.,.,.,.,.,.,.,.,.,.
VAL1604_58,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,stem,TRUE,FALSE,FALSE,,VAL1604_58,.,.,.,.,.,.,.,.,.,.
VAL1604_59,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1604_59,.,.,.,.,.,.,.,.,.,.
VAL1604_59,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1604_59,.,.,.,.,.,.,.,.,.,.
VAL1604_60,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,root,TRUE,FALSE,FALSE,,VAL1604_60,.,.,.,.,.,.,.,.,.,.
VAL1604_60,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,stem,TRUE,FALSE,FALSE,,VAL1604_60,.,.,.,.,.,.,.,.,.,.
VAL1604_61,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,root,TRUE,FALSE,FALSE,,VAL1604_61,.,.,.,.,.,.,.,.,.,.
VAL1604_61,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,stem,TRUE,FALSE,FALSE,,VAL1604_61,.,.,.,.,.,.,.,.,.,.
VAL1604_62,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1604_62,.,.,.,.,.,.,.,.,.,.
VAL1604_62,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1604_62,.,.,.,.,.,.,.,.,.,.
VAL1604_63,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1604_63,.,.,.,.,.,.,.,.,.,.
VAL1604_63,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1604_63,.,.,.,.,.,.,.,.,.,.
VAL1604_64,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1604_64,.,.,.,.,.,.,.,.,.,.
VAL1604_64,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,TRUE,FALSE,,VAL1604_64,VAL1604_64,1,HQ643850,BR 171,100,1666,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1604_65,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,root,TRUE,FALSE,FALSE,,VAL1604_65,.,.,.,.,.,.,.,.,.,.
VAL1604_65,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,stem,TRUE,FALSE,FALSE,,VAL1604_65,.,.,.,.,.,.,.,.,.,.
VAL1604_66,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1604_66,.,.,.,.,.,.,.,.,.,.
VAL1604_66,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1604_66,.,.,.,.,.,.,.,.,.,.
VAL1604_67,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1604_67,.,.,.,.,.,.,.,.,.,.
VAL1604_67,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1604_67,.,.,.,.,.,.,.,.,.,.
VAL1604_68,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,root,TRUE,FALSE,FALSE,,VAL1604_68,.,.,.,.,.,.,.,.,.,.
VAL1604_68,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,stem,TRUE,FALSE,FALSE,,VAL1604_68,.,.,.,.,.,.,.,.,.,.
VAL1604_69,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1604_69,.,.,.,.,.,.,.,.,.,.
VAL1604_69,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,TRUE,TRUE,,VAL1604_69,VAL1604_69,1,HQ643621,BR 870,100,1572,Pass,Pythium irregulare  ,Pythium irregulare,F
VAL1604_73,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,FALSE,.,.,,VAL1604_69,VAL1604_73,1,AY598645,CBS 453.67,100,1664,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1604_70,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,root,TRUE,FALSE,FALSE,,VAL1604_70,.,.,.,.,.,.,.,.,.,.
VAL1604_70,2016,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,1,stem,TRUE,FALSE,FALSE,,VAL1604_70,.,.,.,.,.,.,.,.,.,.
VAL1604_71,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1604_71,.,.,.,.,.,.,.,.,.,.
VAL1604_71,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,TRUE,FALSE,,VAL1604_71,VAL1604_71,1,AY598645,CBS 453.67,100,1676,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1604_72,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1604_72,.,.,.,.,.,.,.,.,.,.
VAL1604_72,2016,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1604_72,.,.,.,.,.,.,.,.,.,.
